Company information:;Unnamed: 1;C2;C3
Name:;Capital Survey;;convert_cs_to_csv
Address:;Mussafah 39;;
Zip code:;28318;;
City:;Mussafah City, Abu Dhabi, U.A.E.;;
E-Mail:;jobi@capital-surveys.com;;
Phone number:;+971255162255;;
Name:;PRE-CPT-J20A;;
Date:;6/24/2022 1:05:18 AM;;
Name:;PRE-CPT-J20A;;
Location:;PRE-CPT-J20A;;
Date:;6/24/2022 1:05:18 AM;;
Pre-Drill:;0;;
Assumed GWL:;0;;
groundlvl;2.0599999999999996;;
Northing;2702058.294;;
Easting;234913.971;;
Probe code:;Mks904;;
Factors:;181240;;
Zeros:;4016;;
aratio;0.58;;
;;;
;;;
Depth (m);qc (MPa);fs (MPa);u (MPa)
0.01;0.4;0.0;-0.00037
0.02;1.74;2.9999999999999997e-05;0.00065
0.03;6.03;0.00013000000000000002;0.0046500000000000005
0.04;8.97;0.0002;0.006690000000000001
0.05;12.55;0.00093;0.00864
0.06;12.4;0.00196;0.00725
0.07;8.31;0.00463;0.0054800000000000005
0.08;8.05;0.00433;0.00623
0.09;12.89;0.0038;0.0092
0.1;14.3;0.0029300000000000003;0.00911
0.11;21.14;0.00566;0.01245
0.12;25.82;0.01295;0.01366
0.13;28.24;0.03693;0.01422
0.14;29.08;0.04179;0.01459
0.15;30.52;0.0638;0.01487
0.16;30.32;0.08692;0.014960000000000001
0.17;30.98;0.08805;0.01524
0.18;26.86;0.10257;0.01598
0.19;33.16;0.10543000000000001;0.01645
0.2;33.97;0.11842;0.01682
0.21;24.45;0.08935;0.01979
0.22;34.57;0.10993;0.02044
0.23;35.25;0.11672;0.02072
0.24;36.1;0.13021000000000002;0.02082
0.25;36.23;0.15622;0.02137
0.26;36.36;0.16108;0.02147
0.27;36.32;0.19141;0.021929999999999998
0.28;38.14;0.20697;0.02323
0.29;40.47;0.2088;0.02481
0.3;40.74;0.20424;0.02518
0.31;41.46;0.20051;0.02621
0.32;42.39;0.23707;0.027039999999999998
0.33;43.47;0.26077999999999996;0.02797
0.34;40.7;0.32039;0.02853
0.35;38.15;0.3765;0.02983
0.36;35.73;0.34582999999999997;0.03187
0.37;36.01;0.33747000000000005;0.03197
0.38;33.94;0.34284;0.0315
0.39;33.59;0.33861;0.03187
0.4;27.88;0.33125;0.0316
0.41;34.31;0.33091000000000004;0.03513
0.42;34.39;0.32036000000000003;0.03531
0.43;34.75;0.29934;0.03596
0.44;34.2;0.31718999999999997;0.036520000000000004
0.45;33.59;0.35033;0.03689
0.46;31.99;0.3407;0.03689
0.47;31.6;0.33601;0.03726
0.48;30.11;0.31210000000000004;0.037450000000000004
0.49;28.9;0.2716;0.03782
0.5;24.54;0.26424000000000003;0.03578
0.51;28.25;0.24212999999999998;0.0394
0.52;27.18;0.23444;0.03968
0.53;26.46;0.22497999999999999;0.03977
0.54;25.76;0.20823;0.040420000000000005
0.55;25.77;0.18531999999999998;0.041350000000000005
0.56;26.45;0.17157;0.04284
0.57;26.44;0.17307;0.04321
0.58;26.59;0.15597999999999998;0.04423
0.59;27.2;0.14831999999999998;0.045439999999999994
0.6;27.91;0.14759;0.04693
0.61;28.5;0.13863;0.04786
0.62;27.55;0.13903000000000001;0.04795
0.63;27.3;0.15119;0.04851
0.64;26.03;0.19491;0.04981
0.65;25.61;0.19197999999999998;0.05046
0.66;24.54;0.18309;0.05055
0.67;23.68;0.17403;0.05074
0.68;23.21;0.15981;0.05092
0.69;22.65;0.15991;0.05037
0.7;22.19;0.15199000000000001;0.05018
0.71;21.43;0.14649;0.05074
0.72;21.34;0.13986;0.05092
0.73;20.5;0.14536000000000002;0.05083
0.74;20.12;0.14802;0.05074
0.75;19.11;0.15012;0.05092
0.76;18.1;0.14166;0.05092
0.77;18.01;0.13357;0.05111
0.78;17.1;0.12798;0.05065
0.79;15.94;0.12082;0.05037
0.8;15.58;0.12057999999999999;0.05037
0.81;15.41;0.09814;0.05102
0.82;15.48;0.08555;0.05167
0.83;15.5;0.08169;0.052039999999999996
0.84;14.74;0.07726000000000001;0.05167
0.85;14.8;0.07765999999999999;0.052039999999999996
