Company information:;Unnamed: 1;C2;C3
Name:;Capital Survey;;convert_cs_to_csv
Address:;Mussafah 39;;
Zip code:;28318;;
City:;Mussafah City, Abu Dhabi, U.A.E.;;
E-Mail:;jobi@capital-surveys.com;;
Phone number:;+971255162255;;
Name:;PRE-CPT-K20C;;
Date:;6/23/2022 2:22:38 AM;;
Location:;PRE-CPT-K20C;;
Pre-Drill:;0;;
Assumed GWL:;0;;
groundlvl;1.9599999999999997;;
Northing;2701918.304;;
Easting;234860.093;;
Probe code:;Mks904;;
Factors:;181240;;
Zeros:;4015;;
aratio;0.58;;
;;;
;;;
;;;
;;;
Depth (m);qc (MPa);fs (MPa);u (MPa)
0.01;0.52;2.9999999999999997e-05;0.00019
0.02;0.88;2.9999999999999997e-05;0.00037
0.03;1.1;2.9999999999999997e-05;0.00065
0.04;2.52;0.0001;0.00177
0.05;3.8;0.00013000000000000002;0.00242
0.06;7.7;0.00027;0.00372
0.07;8.46;0.0002;0.0039
0.08;9.2;0.0003;0.0042699999999999995
0.09;9.74;0.00023;0.0044599999999999996
0.1;11.82;0.0003;0.00511
0.11;12.8;0.00176;0.00511
0.12;16.54;0.00976;0.00623
0.13;19.23;0.03137;0.0070599999999999994
0.14;20.87;0.04043;0.00743
0.15;17.53;0.02308;0.00734
0.16;17.9;0.06008;0.006690000000000001
0.17;17.2;0.05921;0.00743
0.18;21.79;0.06847;0.0079
0.19;22.1;0.07748999999999999;0.00808
0.2;22.51;0.09784000000000001;0.00836
0.21;22.69;0.10753;0.00846
0.22;22.94;0.1348;0.00874
0.23;23.08;0.15181999999999998;0.00901
0.24;23.37;0.15292;0.0092
0.25;24.54;0.15372;0.00976
0.26;24.63;0.15375;0.00985
0.27;25.25;0.1673;0.010320000000000001
0.28;26.03;0.16984;0.01078
0.29;27.45;0.18181999999999998;0.01134
0.3;28.45;0.18378999999999998;0.011710000000000002
0.31;31.54;0.2019;0.01282
0.32;31.52;0.17087;0.013099999999999999
0.33;31.21;0.1703;0.01292
0.34;31.81;0.20111;0.01385
0.35;30.78;0.20131;0.014029999999999999
0.36;29.7;0.2059;0.01413
0.37;26.72;0.23158;0.01375
0.38;25.32;0.24530000000000002;0.01394
0.39;23.81;0.26474000000000003;0.014029999999999999
0.4;21.02;0.26961;0.01375
0.41;18.58;0.2809;0.01357
0.42;17.68;0.28393;0.013470000000000001
0.43;16.16;0.27453;0.013470000000000001
0.44;15.68;0.27287;0.013470000000000001
0.45;14.81;0.25851999999999997;0.01375
0.46;14.12;0.27137;0.01385
0.47;13.13;0.27816;0.01394
0.48;12.36;0.26005;0.01413
0.49;11.62;0.24749000000000002;0.01422
0.5;11.19;0.22344999999999998;0.0145
0.51;10.13;0.20011;0.01431
0.52;9.03;0.18728999999999998;0.01431
0.53;8.77;0.16631;0.014029999999999999
0.54;8.68;0.14383;0.0145
0.55;8.68;0.13334000000000001;0.0145
0.56;9.15;0.1031;0.0145
0.57;8.73;0.08335;0.01468
0.58;9.78;0.08492;0.015519999999999999
0.59;9.82;0.07643000000000001;0.0158
0.6;10.19;0.056479999999999995;0.01617
0.61;10.28;0.038700000000000005;0.01663
0.62;13.4;0.04949;0.017839999999999998
0.63;15.29;0.05411;0.01859
0.64;16.67;0.061840000000000006;0.01905
0.65;16.98;0.0332;0.01924
0.66;17.33;0.030539999999999998;0.01933
0.67;18.01;0.04419;0.01979
0.68;18.07;0.06217;0.01998
0.69;17.42;0.07826000000000001;0.01998
0.7;17.92;0.08752;0.02035
0.71;17.76;0.07916;0.02063
0.72;17.57;0.0699;0.02044
0.73;16.75;0.05754;0.02063
0.74;16.96;0.05904;0.02091
0.75;17.16;0.06211;0.02109
0.76;17.6;0.06833;0.02109
0.77;17.41;0.0644;0.02137
0.78;17.02;0.0718;0.02147
0.79;17.34;0.07881999999999999;0.02165
0.8;17.26;0.07486;0.02184
0.81;17.61;0.1002;0.02212
0.82;17.83;0.10004;0.02221
0.83;17.22;0.09058;0.0223
0.84;16.45;0.08009000000000001;0.0223
0.85;16.28;0.08365;0.02249
0.86;16.55;0.09164;0.022949999999999998
