Company information:;Unnamed: 1;C2;C3
Name:;Capital Survey;;convert_cs_to_csv
Address:;Mussafah 39;;
Zip code:;28318;;
City:;Mussafah City, Abu Dhabi, U.A.E.;;
E-Mail:;jobi@capital-surveys.com;;
Phone number:;+971255162255;;
Name:;PRE-HUD-I20D;;
Date:;6/13/2022 9:25:00 AM;;
Location:;PRE-HUD-I20D;;
Pre-Drill:;0;;
Assumed GWL:;0;;
groundlvl;2.01;;
Northing;2702086.998;;
Easting;234978.594;;
Probe code:;Mks904;;
Factors:;181240;;
Zeros:;4009;;
aratio;0.58;;
;;;
;;;
;;;
;;;
Depth (m);qc (MPa);fs (MPa);u (MPa)
0.01;0.24;0.0;0.00028000000000000003
0.02;0.23;0.0;0.00019
0.03;0.22;0.0;0.00019
0.04;0.21;0.0;0.00019
0.05;0.21;0.0;0.00019
0.06;0.44;0.0;0.00046
0.07;0.77;2.9999999999999997e-05;0.00093
0.08;1.31;2.9999999999999997e-05;0.00158
0.09;1.69;7.000000000000001e-05;0.00204
0.1;2.06;7.000000000000001e-05;0.0026
0.11;4.98;0.00017;0.00455
0.12;8.88;0.00023;0.00511
0.13;12.33;0.00027;0.0057599999999999995
0.14;15.61;0.00033;0.0065
0.15;17.65;0.00033;0.00697
0.16;20.01;0.00127;0.006690000000000001
0.17;22.81;0.02341;0.0071600000000000006
0.18;23.09;0.032369999999999996;0.0071600000000000006
0.19;23.42;0.03004;0.0071600000000000006
0.2;25.73;0.02741;0.007809999999999999
0.21;27.15;0.04939;0.00808
0.22;29.54;0.09827;0.00911
0.23;31.62;0.13290000000000002;0.00743
0.24;31.34;0.13121000000000002;0.00762
0.25;30.63;0.13324;0.00753
0.26;28.54;0.22238999999999998;0.00762
0.27;28.07;0.23837;0.00799
0.28;28.86;0.22069;0.00846
0.29;28.72;0.24043;0.00883
0.3;28.63;0.26498;0.00901
0.31;28.75;0.31345999999999996;0.00929
0.32;28.15;0.33231;0.00966
0.33;27.92;0.36205000000000004;0.00994
0.34;26.02;0.36981;0.00985
0.35;25.75;0.3777;0.01013
0.36;25.94;0.35596;0.01041
0.37;25.9;0.33961;0.01069
0.38;26.41;0.32252;0.01115
0.39;27.49;0.3092;0.011710000000000002
0.4;28.05;0.29575;0.01199
0.41;29.5;0.26271;0.01264
0.42;30.5;0.26608;0.0132
0.43;30.78;0.26327999999999996;0.013380000000000001
0.44;31.86;0.25086;0.01385
0.45;33.08;0.23451;0.0144
0.46;34.61;0.22918;0.01478
0.47;36.48;0.25316;0.016730000000000002
0.48;38.34;0.26804;0.01775
0.49;37.3;0.25049;0.01766
0.5;37.4;0.26441000000000003;0.01803
0.51;37.51;0.27276999999999996;0.01831
0.52;36.52;0.27726999999999996;0.01831
0.53;35.96;0.27687;0.01886
0.54;36.07;0.27517;0.01914
0.55;35.7;0.28814999999999996;0.02026
0.56;34.42;0.30274;0.02119
0.57;33.98;0.29818;0.02109
0.58;31.4;0.28249;0.02082
0.59;31.59;0.28;0.02109
0.6;31.44;0.28023000000000003;0.02128
0.61;31.56;0.29055000000000003;0.02156
0.62;31.81;0.29535;0.02175
0.63;31.04;0.30131;0.021929999999999998
0.64;30.24;0.28608999999999996;0.0223
0.65;29.94;0.27952999999999995;0.0224
0.66;29.13;0.27476999999999996;0.02258
0.67;28.58;0.27124000000000004;0.02286
0.68;28.21;0.26305;0.02314
0.69;28.47;0.24936000000000003;0.023510000000000003
0.7;28.86;0.23644;0.02407
0.71;28.63;0.22585;0.022670000000000003
0.72;28.11;0.21672;0.02035
0.73;27.87;0.21762;0.01896
0.74;26.26;0.21278999999999998;0.015609999999999999
0.75;25.29;0.2091;0.01533
0.76;24.58;0.2119;0.015609999999999999
0.77;24.31;0.21133000000000002;0.01589
0.78;23.69;0.22475;0.01626
0.79;23.99;0.22978;0.01663
0.8;24.47;0.23038;0.01719
0.81;24.66;0.22209;0.01756
0.82;25.03;0.22129;0.01803
0.83;25.49;0.22291999999999998;0.01849
0.84;25.59;0.22685;0.01896
0.85;25.13;0.21994999999999998;0.01914
0.86;25.71;0.21536000000000002;0.01961
