Company information:;Unnamed: 1;C2;C3
Name:;Capital Survey;;convert_cs_to_csv
Address:;Mussafah 39;;
Zip code:;28318;;
City:;Mussafah City, Abu Dhabi, U.A.E.;;
E-Mail:;jobi@capital-surveys.com;;
Phone number:;+971255162255;;
Name:;PRE-CPT-I19C;;
Date:;6/24/2022 3:45:46 AM;;
Name:;PRE-CPT-I19C;;
Location:;PRE-CPT-I19C;;
Date:;6/24/2022 3:45:46 AM;;
Pre-Drill:;0;;
Assumed GWL:;0;;
groundlvl;2.16;;
Northing;2702140.876;;
Easting;234838.604;;
Probe code:;Mks904;;
Factors:;181240;;
Zeros:;4015;;
aratio;0.58;;
;;;
;;;
Depth (m);qc (MPa);fs (MPa);u (MPa)
0.01;0.24;2.9999999999999997e-05;0.0
0.02;1.38;2.9999999999999997e-05;0.00065
0.03;6.79;0.00027;0.0042699999999999995
0.04;10.78;0.0003;0.0054800000000000005
0.05;13.76;0.00033;0.00567
0.06;18.13;0.00037;0.00613
0.07;15.58;0.01076;0.0053
0.08;19.64;0.02135;0.0057599999999999995
0.09;21.45;0.02907;0.00604
0.1;22.84;0.03147;0.00623
0.11;24.19;0.0332;0.0065
0.12;25.52;0.05475;0.006690000000000001
0.13;26.61;0.06377000000000001;0.00697
0.14;28.07;0.08475;0.00725
0.15;28.95;0.12232;0.00762
0.16;28.29;0.11829;0.007809999999999999
0.17;28.22;0.12148;0.0079
0.18;28.63;0.13016999999999998;0.00799
0.19;26.9;0.18076;0.007809999999999999
0.2;25.9;0.2092;0.007809999999999999
0.21;25.42;0.23504;0.00808
0.22;25.23;0.23391;0.00808
0.23;25.14;0.2439;0.00799
0.24;22.99;0.28206;0.00799
0.25;22.21;0.29095;0.00818
0.26;22.38;0.29618;0.00846
0.27;22.73;0.30194;0.008919999999999999
0.28;22.75;0.30254000000000003;0.00911
0.29;23.28;0.30760000000000004;0.00966
0.3;23.91;0.30889999999999995;0.010039999999999999
0.31;25.56;0.3092;0.01097
0.32;26.34;0.31443;0.01124
0.33;26.6;0.31849;0.011890000000000001
0.34;27.55;0.31999;0.01236
0.35;31.16;0.31489999999999996;0.01394
0.36;37.37;0.31779;0.01636
0.37;35.85;0.22582;0.01626
0.38;36.87;0.27647000000000005;0.01794
0.39;37.7;0.30907;0.01849
0.4;30.24;0.27976;0.01849
0.41;34.76;0.26441000000000003;0.01859
0.42;29.19;0.32965;0.01766
0.43;28.06;0.34863;0.01766
0.44;29.44;0.39961;0.01868
0.45;32.1;0.49957999999999997;0.02119
0.46;34.23;0.58397;0.022670000000000003
0.47;28.84;0.52716;0.02249
0.48;26.95;0.5347799999999999;0.0223
0.49;18.03;0.60135;0.01914
0.5;19.8;0.61541;0.01821
0.51;20.07;0.58327;0.01812
0.52;19.39;0.52546;0.01812
0.53;18.98;0.5144;0.01849
0.54;20.05;0.44207;0.01886
0.55;19.59;0.43841;0.01905
0.56;20.17;0.40544;0.019420000000000003
0.57;19.69;0.37333999999999995;0.019420000000000003
0.58;18.94;0.34287;0.019420000000000003
0.59;18.63;0.33088;0.01933
0.6;18.33;0.31039999999999995;0.01924
0.61;18.24;0.3073;0.01905
0.62;17.6;0.29214999999999997;0.01914
0.63;17.8;0.28902;0.01914
0.64;18.69;0.26541000000000003;0.01989
0.65;19.07;0.24849000000000002;0.02035
0.66;20.33;0.208;0.02119
0.67;21.01;0.19611;0.02165
0.68;21.28;0.18978;0.02212
0.69;21.08;0.18539;0.02258
0.7;20.77;0.16288;0.02277
0.71;20.83;0.15947999999999998;0.022949999999999998
0.72;20.48;0.14906;0.02314
0.73;20.74;0.15602000000000002;0.02332
0.74;21.18;0.16571;0.02379
0.75;21.01;0.16727;0.02407
0.76;21.85;0.17843;0.02472
0.77;20.88;0.18399000000000001;0.02463
0.78;20.33;0.19444999999999998;0.02453
0.79;19.95;0.20264;0.02435
0.8;17.85;0.19634000000000001;0.02444
0.81;17.57;0.20131;0.02444
0.82;16.76;0.21136000000000002;0.02444
0.83;16.18;0.22272;0.02435
0.84;15.64;0.22928;0.02453
0.85;15.75;0.22798;0.02472
0.86;15.71;0.22621;0.02509
