Company information:;Unnamed: 1;C2;C3
Name:;Capital Survey;;convert_cs_to_csv
Address:;Mussafah 39;;
Zip code:;28318;;
City:;Mussafah City, Abu Dhabi, U.A.E.;;
E-Mail:;jobi@capital-surveys.com;;
Phone number:;+971255162255;;
Name:;PRE-CPT-K20B;;
Date:;6/22/2022 11:25:47 PM;;
Location:;PRE-CPT-K20B;;
Pre-Drill:;0;;
Assumed GWL:;0;;
groundlvl;2.0599999999999996;;
Northing;2701947.008;;
Easting;234924.715;;
Probe code:;Mks904;;
Factors:;181240;;
Zeros:;4015;;
aratio;0.58;;
;;;
;;;
;;;
;;;
Depth (m);qc (MPa);fs (MPa);u (MPa)
0.01;0.47;0.0;0.00028000000000000003
0.02;0.75;2.9999999999999997e-05;0.00065
0.03;0.93;7.000000000000001e-05;0.00028000000000000003
0.04;1.62;7.000000000000001e-05;0.00139
0.05;1.66;0.00027;0.00158
0.06;1.97;0.0008;0.00186
0.07;2.49;0.0036;0.00242
0.08;2.82;0.0039;0.00279
0.09;3.45;0.00526;0.00316
0.1;3.71;0.0057599999999999995;0.00335
0.11;4.24;0.00719;0.00344
0.12;4.69;0.00836;0.00335
0.13;4.89;0.00916;0.00335
0.14;5.25;0.01069;0.00344
0.15;5.45;0.010960000000000001;0.00344
0.16;5.81;0.011789999999999998;0.00344
0.17;5.96;0.01222;0.00344
0.18;5.95;0.01475;0.00325
0.19;6;0.01688;0.00325
0.2;6.15;0.01828;0.00325
0.21;6.22;0.019809999999999998;0.00325
0.22;6.38;0.02281;0.00335
0.23;6.55;0.02564;0.0035299999999999997
0.24;6.69;0.02754;0.00372
0.25;7.19;0.031239999999999997;0.0042699999999999995
0.26;7.55;0.03327;0.0046500000000000005
0.27;8.6;0.037630000000000004;0.0054800000000000005
0.28;10.11;0.04043;0.00688
0.29;11.46;0.04256;0.00762
0.3;14.19;0.046020000000000005;0.00901
0.31;16.45;0.048920000000000005;0.01013
0.32;17.53;0.05175;0.01069
0.33;19.13;0.059539999999999996;0.01097
0.34;18.87;0.06281;0.01115
0.35;20;0.06956999999999999;0.01199
0.36;20.19;0.06956999999999999;0.01208
0.37;20.07;0.07126;0.01199
0.38;20.24;0.08888;0.01245
0.39;20.3;0.09523999999999999;0.01273
0.4;21.58;0.08768000000000001;0.01357
0.41;23.08;0.08678;0.01422
0.42;24.48;0.08907999999999999;0.014960000000000001
0.43;25.01;0.09090999999999999;0.01533
0.44;26.19;0.09018000000000001;0.016079999999999997
0.45;27.05;0.09811;0.01645
0.46;28.82;0.11019;0.0022299999999999998
0.47;29.17;0.12032;-0.00325
0.48;29.02;0.13084;-0.00344
0.49;29.38;0.13001;-0.0025099999999999996
0.5;28.55;0.13204;-0.00204
0.51;27.65;0.13787;-0.00195
0.52;27.47;0.15092;-0.00139
0.53;27.05;0.14662;-0.00102
0.54;26.48;0.14765999999999999;-0.00102
0.55;25.18;0.1766;-0.00093
0.56;24.51;0.17673;-0.00093
0.57;23.38;0.18641999999999997;-0.00065
0.58;23.15;0.19122;-0.00046
0.59;22.57;0.19321000000000002;8.999999999999999e-05
0.6;22.58;0.20074;0.00065
0.61;22.59;0.20224;0.00121
0.62;22.96;0.20224;0.0016699999999999998
0.63;22.67;0.18594999999999998;0.00204
0.64;22.45;0.17933000000000002;0.0025099999999999996
0.65;22.15;0.17853;0.00269
0.66;21.31;0.1712;0.00297
0.67;20.95;0.16547;0.00316
0.68;20.94;0.15602000000000002;0.00381
0.69;20.56;0.14742;0.00409
0.7;21.05;0.11739;0.00483
0.71;21.57;0.09924;0.00539
0.72;21.68;0.1008;0.00595
0.73;21.64;0.1042;0.00604
0.74;20.76;0.08768000000000001;0.00232
0.75;21.15;0.10956;0.00297
0.76;21.14;0.11892;0.0035299999999999997
0.77;21.06;0.12308;0.00307
0.78;20.35;0.10303;0.0028799999999999997
0.79;18.9;0.09914;0.00214
0.8;18.27;0.10437;0.0022299999999999998
0.81;15.84;0.11286;0.0022299999999999998
0.82;14.91;0.12331;0.0022299999999999998
0.83;13.68;0.12395;0.00242
0.84;12.85;0.11645;0.0025099999999999996
