Company information:;Unnamed: 1;C2;C3
Name:;Capital Survey;;convert_cs_to_csv
Address:;Mussafah 39;;
Zip code:;28318;;
City:;Mussafah City, Abu Dhabi, U.A.E.;;
E-Mail:;jobi@capital-surveys.com;;
Phone number:;+971255162255;;
Name:;PRE-HUD-J20B;;
Date:;6/11/2022 2:44:00 PM;;
Name:;PRE-HUD-J20B;;
Location:;PRE-HUD-J20B;;
Date:;6/11/2022 2:44:00 PM;;
Pre-Drill:;0;;
Assumed GWL:;0;;
groundlvl;1.91;;
Northing;2702040.334;;
Easting;234960.634;;
Probe code:;Mks904;;
Factors:;181240;;
Zeros:;4005;;
aratio;0.58;;
;;;
;;;
Depth (m);qc (MPa);fs (MPa);u (MPa)
0.01;0.24;2.9999999999999997e-05;0.00046
0.02;0.23;0.0;0.00046
0.03;0.23;0.0;0.00037
0.04;0.24;0.0;0.00046
0.05;0.24;2.9999999999999997e-05;0.00046
0.06;0.24;0.0;0.00046
0.07;0.38;0.0;0.0008399999999999999
0.08;0.86;2.9999999999999997e-05;0.0022299999999999998
0.09;1.97;0.0001;0.00325
0.1;3.85;0.00013000000000000002;0.00381
0.11;6.33;0.0002;0.00437
0.12;11.13;0.00023;0.0049299999999999995
0.13;11.07;0.00023;0.00437
0.14;14.51;0.00027;0.0049299999999999995
0.15;18.42;0.00037;0.0057599999999999995
0.16;20.12;0.00037;0.00539
0.17;22.75;0.00037;0.0049299999999999995
0.18;24.51;0.00037;0.00474
0.19;27.66;0.00043;0.005019999999999999
0.2;31.21;0.02348;0.00511
0.21;31.05;0.07892;0.00604
0.22;32.77;0.15368;0.00762
0.23;31.17;0.16131;0.00771
0.24;31.14;0.14063;0.0079
0.25;34.2;0.13021000000000002;0.007809999999999999
0.26;31.6;0.15565;0.007809999999999999
0.27;31.52;0.21543;0.0079
0.28;29.36;0.18955000000000002;0.0070599999999999994
0.29;29.47;0.19927;0.00725
0.3;26.75;0.22825;0.0070599999999999994
0.31;25.26;0.24496;0.0071600000000000006
0.32;23.02;0.26561;0.007809999999999999
0.33;21.86;0.27563;0.0079
0.34;21.62;0.27064;0.0079
0.35;21.61;0.26441000000000003;0.00799
0.36;20.35;0.26577999999999996;0.00855
0.37;17.94;0.28382999999999997;0.00883
0.38;17.32;0.29464999999999997;0.00762
0.39;16.99;0.29848;0.00836
0.4;18.03;0.28832;0.00911
0.41;18.09;0.27067;0.00948
0.42;17.96;0.26211;0.00985
0.43;17.05;0.2432;0.010039999999999999
0.44;16.96;0.23094;0.0105
0.45;17.43;0.21506;0.01106
0.46;17.97;0.19828;0.011519999999999999
0.47;17.61;0.19534;0.011710000000000002
0.48;17.21;0.18805000000000002;0.011890000000000001
0.49;17.26;0.18242;0.01208
0.5;16.81;0.18312;0.011800000000000001
0.51;16.56;0.16534000000000001;0.011890000000000001
0.52;16.17;0.14053;0.01199
0.53;15.95;0.10926000000000001;0.01236
0.54;15.82;0.09647;0.01264
0.55;15.36;0.11073000000000001;0.01264
0.56;15.18;0.10453;0.01255
0.57;14.81;0.1001;0.01375
0.58;14.35;0.09594;0.01366
0.59;14.06;0.09071;0.01394
0.6;14.1;0.09214;0.01422
0.61;13.89;0.09694;0.01431
0.62;13.69;0.09135;0.0145
0.63;10.86;0.08229;0.01375
0.64;13.64;0.08242000000000001;0.01515
0.65;14.03;0.07795999999999999;0.01524
0.66;13.53;0.07216;0.01524
0.67;13.9;0.05928;0.015609999999999999
0.68;13.96;0.053450000000000004;0.0158
0.69;13.61;0.05318;0.01589
0.7;13.81;0.054079999999999996;0.016079999999999997
0.71;13.56;0.054009999999999996;0.016079999999999997
0.72;13.17;0.05801;0.01617
0.73;12.92;0.05988;0.01617
0.74;12.69;0.06054;0.016079999999999997
0.75;12.15;0.05292;0.016079999999999997
0.76;12;0.04499;0.016079999999999997
0.77;11.51;0.04995;0.016079999999999997
0.78;11.28;0.05535;0.01617
0.79;11.44;0.05658;0.016079999999999997
0.8;11.04;0.05854;0.016079999999999997
0.81;11.12;0.054479999999999994;0.01626
0.82;11.12;0.05292;0.01626
0.83;10.69;0.05192;0.01617
