Company information:;Unnamed: 1;C2;C3
Name:;Capital Survey;;convert_cs_to_csv
Address:;Mussafah 39;;
Zip code:;28318;;
City:;Mussafah City, Abu Dhabi, U.A.E.;;
E-Mail:;jobi@capital-surveys.com;;
Phone number:;+971255162255;;
Name:;PRE-HUD-I17C;;
Date:;6/24/2022 5:13:00 PM;;
Name:;PRE-HUD-I17C;;
Location:;PRE-HUD-I17C;;
Date:;6/24/2022 5:13:00 PM;;
Pre-Drill:;0;;
Assumed GWL:;0;;
groundlvl;2.01;;
Northing;2702212.714;;
Easting;234651.951;;
Probe code:;Mks904;;
Factors:;181240;;
Zeros:;4015;;
aratio;0.58;;
;;;
;;;
Depth (m);qc (MPa);fs (MPa);u (MPa)
0.01;0.17;0.0;0.00046
0.02;0.18;0.0;0.00037
0.03;0.17;0.0;0.00019
0.04;0.18;0.0;0.00019
0.05;0.19;0.0;8.999999999999999e-05
0.06;0.19;0.0;0.00019
0.07;0.19;0.0;0.00019
0.08;0.2;0.0;0.00019
0.09;0.29;0.0;0.0008399999999999999
0.1;0.41;0.0;0.0013
0.11;0.49;0.0;0.00158
0.12;0.66;0.0;0.00195
0.13;0.81;2.9999999999999997e-05;0.00214
0.14;0.95;2.9999999999999997e-05;0.00242
0.15;1.14;2.9999999999999997e-05;0.00269
0.16;1.58;2.9999999999999997e-05;0.00335
0.17;3.23;0.0001;0.0046500000000000005
0.18;5.35;0.00013000000000000002;0.00595
0.19;7.11;0.0002;0.0066
0.2;10.79;0.00017;0.00743
0.21;15.55;0.0003;0.00874
0.22;17.2;0.00033;0.00901
0.23;19.56;0.00033;0.00939
0.24;20.19;0.00033;0.00957
0.25;20.93;0.00636;0.00966
0.26;21.3;0.011890000000000001;0.00976
0.27;22.41;0.02827;0.01013
0.28;23.76;0.042159999999999996;0.01059
0.29;25.47;0.04309;0.01106
0.3;27.68;0.04975;0.011619999999999998
0.31;29.97;0.04899;0.01217
0.32;32.55;0.06021;0.01282
0.33;33.94;0.0711;0.01357
0.34;36.12;0.08605;0.01422
0.35;36.51;0.08632;0.0144
0.36;35.97;0.08568;0.0145
0.37;35.95;0.08915000000000001;0.01478
0.38;36.08;0.09351000000000001;0.015050000000000001
0.39;35.27;0.10740000000000001;0.01524
0.4;34.9;0.11286;0.015519999999999999
0.41;34.46;0.12721;0.0158
0.42;32.79;0.14433;0.0158
0.43;31.26;0.15455000000000002;0.0158
0.44;30.09;0.16341;0.016079999999999997
0.45;29.08;0.18428999999999998;0.01636
0.46;28.81;0.18252000000000002;0.01654
0.47;28.56;0.18925;0.01701
0.48;28.55;0.19344999999999998;0.01719
0.49;28.02;0.20287;0.01747
0.5;27.84;0.21323;0.017839999999999998
0.51;28.17;0.22291999999999998;0.01831
0.52;29.25;0.23441;0.01896
0.53;30.51;0.237;0.0197
0.54;30.21;0.21746000000000001;0.01989
0.55;30.25;0.21852000000000002;0.02035
0.56;30.94;0.20983000000000002;0.02091
0.57;32.11;0.20027;0.02137
0.58;32.32;0.19451;0.021929999999999998
0.59;32.17;0.18589;0.02277
0.6;32.51;0.18159;0.02323
0.61;33.15;0.18494999999999998;0.0237
0.62;34.15;0.19255;0.02435
0.63;34.5;0.21896000000000002;0.02518
0.64;33.03;0.2049;0.02546
0.65;32.95;0.20207;0.02583
0.66;31.62;0.20464;0.02621
0.67;31.6;0.19674;0.02723
0.68;31.61;0.17946;0.02788
0.69;31.72;0.17693;0.02844
0.7;30.92;0.18106;0.02871
0.71;30.15;0.18988;0.02899
0.72;29.88;0.19698;0.02946
0.73;30.1;0.17563;0.030019999999999998
0.74;30.3;0.15402000000000002;0.030670000000000003
0.75;30.76;0.14418999999999998;0.031219999999999998
0.76;29.79;0.14393;0.0315
0.77;29.66;0.15302000000000002;0.032060000000000005
0.78;29.38;0.16311;0.03252
0.79;29.43;0.15838;0.03308
0.8;29.17;0.15947999999999998;0.03336
0.81;28.88;0.16331;0.033549999999999996
0.82;28.84;0.18915;0.03401
0.83;26.61;0.17426;0.03429
0.84;26.53;0.17363;0.03448
0.85;25.6;0.17986000000000002;0.03476
