Company information:;Unnamed: 1;C2;C3
Name:;Capital Survey;;convert_cs_to_csv
Address:;Mussafah 39;;
Zip code:;28318;;
City:;Mussafah City, Abu Dhabi, U.A.E.;;
E-Mail:;jobi@capital-surveys.com;;
Phone number:;+971255162255;;
Name:;PRE-CPT-J18B;;
Date:;6/23/2022 11:44:39 PM;;
Name:;PRE-CPT-J18B;;
Location:;PRE-CPT-J18B;;
Date:;6/23/2022 11:44:39 PM;;
Pre-Drill:;0;;
Assumed GWL:;0;;
groundlvl;2.0599999999999996;;
Northing;2702112.172;;
Easting;234773.982;;
Probe code:;Mks904;;
Factors:;181240;;
Zeros:;4017;;
aratio;0.58;;
;;;
;;;
Depth (m);qc (MPa);fs (MPa);u (MPa)
0.01;0.46;2.9999999999999997e-05;-0.00019
0.02;0.88;2.9999999999999997e-05;0.0
0.03;1.09;7.000000000000001e-05;0.00065
0.04;1.28;0.00073;0.0008399999999999999
0.05;1.47;0.0025299999999999997;0.00102
0.06;1.62;0.0070599999999999994;0.00121
0.07;1.66;0.00859;0.0011200000000000001
0.08;2.16;0.01289;0.00149
0.09;2.94;0.01509;0.00214
0.1;3.43;0.01202;0.00269
0.11;4.83;0.00793;0.00381
0.12;7.5;0.01625;0.00511
0.13;9.04;0.02404;0.00567
0.14;11.42;0.020079999999999997;0.00632
0.15;13.39;0.02061;0.0067800000000000004
0.16;14.08;0.035;0.0070599999999999994
0.17;16.89;0.08692;0.00855
0.18;14.62;0.0712;0.00799
0.19;17.34;0.06559999999999999;0.008919999999999999
0.2;19.32;0.06704;0.00939
0.21;20.4;0.074;0.00966
0.22;21.99;0.06174;0.00994
0.23;22.27;0.08199;0.01013
0.24;23.86;0.12178;0.01059
0.25;25.75;0.16927;0.01134
0.26;28.43;0.1766;0.011890000000000001
0.27;26.28;0.1369;0.01143
0.28;25.33;0.15758000000000003;0.011519999999999999
0.29;24.51;0.16354;0.01134
0.3;24.71;0.1689;0.01134
0.31;25.24;0.15249000000000001;0.011710000000000002
0.32;26.32;0.18116;0.01227
0.33;28.22;0.21393;0.013009999999999999
0.34;28.42;0.1681;0.01329
0.35;28.4;0.12658;0.01292
0.36;25.97;0.17057;0.013009999999999999
0.37;25.3;0.22785;0.01357
0.38;23.48;0.2415;0.013470000000000001
0.39;23.5;0.25395;0.01357
0.4;23.59;0.25827999999999995;0.01385
0.41;23.21;0.24919;0.01431
0.42;23.18;0.24746;0.0145
0.43;23.17;0.26921;0.01478
0.44;23.07;0.27963;0.01515
0.45;22.99;0.27394;0.015609999999999999
0.46;22.9;0.27653;0.01626
0.47;22.96;0.2757;0.01654
0.48;22.73;0.26827;0.016730000000000002
0.49;22.07;0.26338;0.01682
0.5;21.81;0.23897;0.01691
0.51;21.33;0.21902000000000002;0.01691
0.52;20.85;0.20141;0.01701
0.53;20.49;0.17573;0.01728
0.54;20.3;0.18328999999999998;0.01747
0.55;19.61;0.17676;0.01766
0.56;19.49;0.17849;0.01775
0.57;19.23;0.1738;0.01794
0.58;19.15;0.17173;0.01812
0.59;18.77;0.16691;0.0184
0.6;19.18;0.16321000000000002;0.01886
0.61;19.65;0.15269;0.01924
0.62;20.61;0.14106;0.0197
0.63;21.04;0.13633;0.02017
0.64;21.45;0.12694;0.02044
0.65;21.77;0.12475;0.02063
0.66;22.33;0.12112;0.02109
0.67;22.37;0.11012999999999999;0.02119
0.68;21.45;0.11203;0.02128
0.69;21.2;0.11395999999999999;0.02119
0.7;20.1;0.11719;0.02119
0.71;19.65;0.11609;0.02165
0.72;19.7;0.11925;0.02165
0.73;19.64;0.10903;0.02184
0.74;19.86;0.11242;0.0223
0.75;20.06;0.11581999999999999;0.02249
0.76;19.89;0.11381999999999999;0.02258
0.77;18.93;0.11805;0.02249
0.78;18.48;0.12921000000000002;0.022670000000000003
0.79;18.6;0.13827;0.02305
0.8;18.94;0.16644;0.023600000000000003
0.81;16.64;0.16047999999999998;0.02314
0.82;16.72;0.15708000000000003;0.02323
0.83;16.8;0.138;0.023420000000000003
0.84;16.35;0.12415000000000001;0.023420000000000003
0.85;16.33;0.12664;0.023600000000000003
