Company information:;Unnamed: 1;C2;C3
Name:;Capital Survey;;convert_cs_to_csv
Address:;Mussafah 39;;
Zip code:;28318;;
City:;Mussafah City, Abu Dhabi, U.A.E.;;
E-Mail:;jobi@capital-surveys.com;;
Phone number:;+971255162255;;
Name:;PRE-CPT-J20D;;
Date:;6/23/2022 1:49:00 AM;;
Name:;PRE-CPT-J20D;;
Location:;PRE-CPT-J20D;;
Date:;6/23/2022 1:49:00 AM;;
Pre-Drill:;0;;
Assumed GWL:;0;;
groundlvl;2.16;;
Northing;2701993.671;;
Easting;234942.675;;
Probe code:;Mks904;;
Factors:;181240;;
Zeros:;4016;;
aratio;0.58;;
;;;
;;;
Depth (m);qc (MPa);fs (MPa);u (MPa)
0.01;0.91;7.000000000000001e-05;0.00195
0.02;2.05;0.00013000000000000002;0.00335
0.03;4.15;0.0002;0.0044599999999999996
0.04;7.67;0.00147;0.00613
0.05;13.03;0.0049299999999999995;0.007809999999999999
0.06;15.67;0.00646;0.00836
0.07;19.51;0.00779;0.00901
0.08;19.59;0.00746;0.008919999999999999
0.09;20.51;0.012060000000000001;0.00901
0.1;21.68;0.015189999999999999;0.00939
0.11;27.4;0.0296;0.01069
0.12;30.02;0.04389;0.01124
0.13;35.14;0.07559;0.01208
0.14;37.67;0.07156;0.01264
0.15;38.8;0.08292000000000001;0.01282
0.16;40.75;0.10636;0.0132
0.17;42.93;0.13737;0.01357
0.18;37.44;0.12658;0.01292
0.19;45.43;0.18286000000000002;0.01487
0.2;45.79;0.21466;0.01487
0.21;45.82;0.23034000000000002;0.015050000000000001
0.22;46.46;0.25219;0.01533
0.23;46.51;0.26554;0.015519999999999999
0.24;46.59;0.28822000000000003;0.0158
0.25;46.79;0.29941;0.01598
0.26;46.75;0.30987;0.01636
0.27;46.47;0.32475;0.01701
0.28;47.1;0.33577999999999997;0.0171
0.29;44.55;0.32302;0.01719
0.3;43.05;0.3473;0.01738
0.31;40.53;0.36718;0.01701
0.32;36.93;0.41293;0.01719
0.33;35.2;0.42419;0.01747
0.34;34.15;0.43577999999999995;0.017839999999999998
0.35;33.43;0.43898000000000004;0.01803
0.36;34.91;0.45932;0.01914
0.37;34.15;0.44014;0.01905
0.38;34.39;0.43351;0.0197
0.39;35.2;0.43112;0.02054
0.4;35.1;0.42342;0.021
0.41;34.64;0.41084;0.02147
0.42;34.27;0.40857;0.02165
0.43;34.24;0.41566000000000003;0.021929999999999998
0.44;34.23;0.42775;0.022670000000000003
0.45;35.06;0.45326;0.023510000000000003
0.46;35.7;0.47777;0.02453
0.47;36.65;0.52606;0.02481
0.48;34.92;0.51054;0.02481
0.49;32.28;0.45326;0.02332
0.5;28.14;0.43948000000000004;0.02175
0.51;27.1;0.45463;0.02165
0.52;26.65;0.39572;0.021929999999999998
0.53;26.8;0.36757999999999996;0.02212
0.54;27.66;0.33694;0.022949999999999998
0.55;27.92;0.33251;0.02332
0.56;28.57;0.29938;0.02398
0.57;28.46;0.27376999999999996;0.02435
0.58;28.42;0.2747;0.02472
0.59;28.67;0.26747000000000004;0.02509
0.6;29.41;0.25665;0.02509
0.61;29.6;0.25179;0.0249
0.62;29.74;0.24509999999999998;0.02435
0.63;26.35;0.26225;0.02332
0.64;23.84;0.25079;0.023420000000000003
0.65;23.41;0.21;0.023510000000000003
0.66;22.35;0.17815999999999999;0.02332
0.67;21.51;0.18106;0.02305
0.68;20.49;0.18841999999999998;0.0224
0.69;20.22;0.18844999999999998;0.021929999999999998
0.7;19.11;0.19291;0.02082
0.71;18.41;0.19138;0.02054
0.72;18.61;0.18073;0.02054
0.73;19.47;0.18822;0.02063
0.74;19.95;0.19022;0.02082
0.75;21.32;0.20883000000000002;0.02091
0.76;21.3;0.21293;0.02082
0.77;23.76;0.24047;0.02165
0.78;26.39;0.2723;0.0223
0.79;27.52;0.26461;0.02286
0.8;28.75;0.23158;0.02332
0.81;29.06;0.21116;0.023420000000000003
0.82;30.43;0.177;0.02379
0.83;33.01;0.16677;0.02481
0.84;34.81;0.14503;0.02537
0.85;39.73;0.1681;0.02639
0.86;39.38;0.16194;0.02574
