Company information:;Unnamed: 1;C2;C3
Name:;Capital Survey;;convert_cs_to_csv
Address:;Mussafah 39;;
Zip code:;28318;;
City:;Mussafah City, Abu Dhabi, U.A.E.;;
E-Mail:;jobi@capital-surveys.com;;
Phone number:;+971255162255;;
Name:;PRE-CPT-L21B;;
Date:;6/22/2022 10:49:17 PM;;
Location:;PRE-CPT-L21B;;
Pre-Drill:;0;;
Assumed GWL:;0;;
groundlvl;2.01;;
Northing;2701817.762;;
Easting;234982.123;;
Probe code:;Mks904;;
Factors:;181240;;
Zeros:;4012;;
aratio;0.58;;
;;;
;;;
;;;
;;;
Depth (m);qc (MPa);fs (MPa);u (MPa)
0.01;0.57;0.0;0.0008399999999999999
0.02;0.53;0.0;0.00186
0.03;1.27;7.000000000000001e-05;0.0028799999999999997
0.04;4.66;0.00037;0.00883
0.05;9.4;0.00083;0.01124
0.06;18.97;0.00176;0.01329
0.07;23.46;0.0025299999999999997;0.01329
0.08;23.91;0.00679;0.01245
0.09;25.72;0.03563;0.01282
0.1;28.18;0.03933;0.013099999999999999
0.11;20.89;0.01815;0.00874
0.12;25.45;0.024210000000000002;0.00985
0.13;26.83;0.023739999999999997;0.011519999999999999
0.14;35.84;0.0363;0.01394
0.15;38.87;0.044090000000000004;0.01431
0.16;43.8;0.07413;0.01468
0.17;43.29;0.07543000000000001;0.0144
0.18;43.89;0.06509999999999999;0.0132
0.19;41.5;0.12548;0.011890000000000001
0.2;40.85;0.10815999999999999;0.01134
0.21;38.68;0.11366;0.01041
0.22;37.65;0.12505;0.010039999999999999
0.23;37.24;0.11735;0.00966
0.24;36.41;0.11719;0.00939
0.25;35.76;0.12298;0.008919999999999999
0.26;35.74;0.12565;0.00883
0.27;36.38;0.13717;0.00883
0.28;36.24;0.14313;0.00874
0.29;36.43;0.17423;0.00874
0.3;36.65;0.18172;0.00864
0.31;36.43;0.18908000000000003;0.007809999999999999
0.32;36.33;0.18494999999999998;0.00743
0.33;37.01;0.1753;0.00641
0.34;37.07;0.17117;0.00641
0.35;37;0.16994;0.0065
0.36;37.67;0.1728;0.00613
0.37;38.72;0.16466999999999998;0.00362
0.38;38.62;0.1691;0.00214
0.39;38.98;0.1691;0.00214
0.4;40.42;0.15991;0.00279
0.41;43.77;0.18209;0.0042699999999999995
0.42;42.92;0.1338;0.00455
0.43;40.02;0.17829;0.00362
0.44;37.59;0.21539;0.00362
0.45;34.33;0.27667;0.004
0.46;33.73;0.26050999999999996;0.0042699999999999995
0.47;32.91;0.22268000000000002;0.0044599999999999996
0.48;32.77;0.21781999999999999;0.00455
0.49;32.72;0.23617;0.0044599999999999996
0.5;32.59;0.25272;0.00474
0.51;31.63;0.28302999999999995;0.00539
0.52;31.31;0.2757;0.005849999999999999
0.53;30.65;0.24396;0.0070599999999999994
0.54;30.08;0.22978;0.00697
0.55;29.52;0.21106;0.0071600000000000006
0.56;29.17;0.20097;0.0070599999999999994
0.57;28.23;0.21003;0.00734
0.58;28.16;0.19931000000000001;0.00827
0.59;28.38;0.19038;0.00929
0.6;28.02;0.2018;0.010039999999999999
0.61;25.65;0.19754;0.00901
0.62;25.51;0.17303;0.00836
0.63;23.35;0.14715999999999999;0.0079
0.64;23.41;0.16624;0.00836
0.65;22.88;0.1424;0.0092
0.66;22.94;0.13307;0.01041
0.67;23.05;0.12561;0.01097
0.68;23.38;0.11299;0.01217
0.69;23.99;0.10856;0.01264
0.7;24.55;0.09065000000000001;0.013470000000000001
0.71;25.23;0.08089;0.01431
0.72;26.54;0.0718;0.014960000000000001
0.73;25.16;0.06327;0.01478
0.74;25.59;0.08429;0.015609999999999999
0.75;26.13;0.09323999999999999;0.01645
0.76;26.09;0.10576;0.01617
0.77;22.76;0.07986;0.016079999999999997
0.78;22.27;0.07499;0.01617
0.79;21.69;0.08662;0.016730000000000002
0.8;21.08;0.08925;0.01663
0.81;20.27;0.09797;0.01701
0.82;20.46;0.10413;0.01766
0.83;20.64;0.11429;0.01812
0.84;20.4;0.11905;0.01831
0.85;20.28;0.11902;0.01859
0.86;19.87;0.11948;0.01868
