Company information:;Unnamed: 1;C2;C3
Name:;Capital Survey;;convert_cs_to_csv
Address:;Mussafah 39;;
Zip code:;28318;;
City:;Mussafah City, Abu Dhabi, U.A.E.;;
E-Mail:;jobi@capital-surveys.com;;
Phone number:;+971255162255;;
Name:;PRE-HUD-J21C;;
Date:;6/13/2022 8:39:00 AM;;
Location:;PRE-HUD-J21C;;
Pre-Drill:;0;;
Assumed GWL:;0;;
groundlvl;2.0599999999999996;;
Northing;2701975.712;;
Easting;234989.338;;
Probe code:;Mks904;;
Factors:;181240;;
Zeros:;4012;;
aratio;0.58;;
;;;
;;;
;;;
;;;
Depth (m);qc (MPa);fs (MPa);u (MPa)
0.01;0.23;0.0;0.00019
0.02;0.24;0.0;0.00028000000000000003
0.03;0.24;2.9999999999999997e-05;0.00019
0.04;0.24;0.0;0.00019
0.05;0.25;0.0;0.00028000000000000003
0.06;0.41;0.0;0.0005600000000000001
0.07;0.54;2.9999999999999997e-05;0.0008399999999999999
0.08;1.24;7.000000000000001e-05;0.00232
0.09;3.66;0.00013000000000000002;0.0046500000000000005
0.1;5.95;0.0002;0.0057599999999999995
0.11;8.73;0.00023;0.00688
0.12;9.9;0.00027;0.00697
0.13;12.45;0.00027;0.00753
0.14;14.47;0.00157;0.007809999999999999
0.15;14.31;0.00879;0.00725
0.16;12.82;0.00656;0.0065
0.17;12.55;0.0069900000000000006;0.0065
0.18;13.07;0.010490000000000001;0.0067800000000000004
0.19;13.57;0.015349999999999999;0.0070599999999999994
0.2;15.05;0.02891;0.00771
0.21;16.96;0.0364;0.00836
0.22;20.22;0.047490000000000004;0.00957
0.23;25.21;0.08048999999999999;0.01087
0.24;28.33;0.10865999999999999;0.01227
0.25;30.68;0.1384;0.013009999999999999
0.26;31.32;0.14719;0.01719
0.27;28.9;0.16631;0.016730000000000002
0.28;27.63;0.18569;0.01654
0.29;26.61;0.18835;0.0158
0.3;25.88;0.1714;0.01533
0.31;25.62;0.16613999999999998;0.01459
0.32;24.44;0.1744;0.01385
0.33;24.04;0.18336000000000002;0.01357
0.34;22.69;0.19718;0.01245
0.35;21.6;0.20517;0.01124
0.36;21.69;0.21303;0.01124
0.37;21.94;0.21862;0.01097
0.38;22.34;0.22601;0.01097
0.39;22.2;0.23567;0.01078
0.4;20.66;0.24513;0.01041
0.41;19.84;0.23637;0.01013
0.42;18.39;0.22865;0.01013
0.43;16.6;0.22841;0.00994
0.44;14.8;0.24280000000000002;0.01069
0.45;13.93;0.23297;0.01041
0.46;13.73;0.22575;0.00985
0.47;13.29;0.2023;0.00901
0.48;12.82;0.18181999999999998;0.00874
0.49;12.71;0.16308;0.00855
0.5;12.51;0.16291;0.00818
0.51;12.4;0.16711;0.00808
0.52;12.16;0.15505000000000002;0.007809999999999999
0.53;11.4;0.14659;0.00762
0.54;10.85;0.1382;0.00734
0.55;11.04;0.12913999999999998;0.00762
0.56;11.42;0.12271;0.007809999999999999
0.57;11.6;0.11029000000000001;0.00799
0.58;12.02;0.09190999999999999;0.00818
0.59;12.79;0.0653;0.00836
0.6;13.06;0.05235;0.00818
0.61;13.76;0.04715;0.00855
0.62;14.49;0.04809;0.00874
0.63;15.83;0.05138;0.00911
0.64;16.33;0.04859;0.00911
0.65;16.69;0.05988;0.00901
0.66;16.94;0.06787;0.00883
0.67;16.61;0.05435;0.00855
0.68;16.51;0.04542;0.00836
0.69;16.7;0.03693;0.00846
0.7;16.77;0.03983;0.00836
0.71;16.38;0.05248;0.00818
0.72;16.7;0.06456999999999999;0.00836
0.73;16.4;0.054909999999999994;0.00827
0.74;16.61;0.05152;0.00836
0.75;17.42;0.04029;0.00855
0.76;17.82;0.047619999999999996;0.00855
0.77;17.77;0.050320000000000004;0.00846
0.78;16.71;0.05048;0.00827
0.79;15.59;0.07415999999999999;0.00762
0.8;15.23;0.10197;0.00762
0.81;15.56;0.10783;0.0079
0.82;16.07;0.12218000000000001;0.00799
0.83;15.63;0.09501000000000001;0.007809999999999999
0.84;14.85;0.09777;0.00753
0.85;14.54;0.10144;0.00743
0.86;15.05;0.09731000000000001;0.00734
