Company information:;Unnamed: 1;C2;C3
Name:;Capital Survey;;convert_cs_to_csv
Address:;Mussafah 39;;
Zip code:;28318;;
City:;Mussafah City, Abu Dhabi, U.A.E.;;
E-Mail:;jobi@capital-surveys.com;;
Phone number:;+971255162255;;
Name:;PRE-CPT-K21B;;
Date:;6/13/2022 11:31:42 PM;;
Name:;PRE-CPT-K21B;;
Location:;PRE-CPT-K21B;;
Date:;6/13/2022 11:31:42 PM;;
Pre-Drill:;0;;
Assumed GWL:;0;;
groundlvl;2.1100000000000003;;
Northing;2701911.089;;
Easting;235018.042;;
Probe code:;Mks904;;
Factors:;181240;;
Zeros:;4010;;
aratio;0.58;;
;;;
;;;
Depth (m);qc (MPa);fs (MPa);u (MPa)
0.01;0.31;-2.9999999999999997e-05;-0.00028000000000000003
0.02;0.58;0.0;-0.00028000000000000003
0.03;0.68;0.0;-0.00028000000000000003
0.04;1.18;2.9999999999999997e-05;-0.00019
0.05;1.47;0.0003;-0.00019
0.06;2.38;0.0001;8.999999999999999e-05
0.07;3.08;0.0003;0.00019
0.08;4.65;0.00117;0.00046
0.09;5.97;0.0029300000000000003;0.0008399999999999999
0.1;7.88;0.00346;0.00121
0.11;11.77;0.00033;0.00177
0.12;12.39;0.0032;0.00195
0.13;13.52;0.01129;0.00214
0.14;13.66;0.01558;0.0022299999999999998
0.15;13.66;0.02148;0.0022299999999999998
0.16;13.97;0.03074;0.00242
0.17;15.01;0.03736;0.0026
0.18;19.51;0.06987;0.00372
0.19;21.92;0.074;0.0042699999999999995
0.2;27.01;0.08455;0.00558
0.21;29.08;0.09997;0.00725
0.22;30.31;0.08798;0.00725
0.23;36.85;0.07942;0.00864
0.24;40.23;0.08462;0.00929
0.25;41.67;0.08309;0.00966
0.26;43.93;0.10287;0.01013
0.27;46.14;0.1375;0.01078
0.28;47.3;0.15505000000000002;0.01106
0.29;47.58;0.14093;0.01124
0.3;48.38;0.1709;0.011710000000000002
0.31;49.18;0.21333000000000002;0.01199
0.32;48.8;0.2372;0.01199
0.33;47.95;0.28729000000000005;0.01227
0.34;47.82;0.29691;0.01236
0.35;47.88;0.31413;0.01264
0.36;47.85;0.35252999999999995;0.013009999999999999
0.37;48.11;0.36088;0.0132
0.38;48.92;0.37087;0.01366
0.39;50.15;0.39265;0.01431
0.4;51.62;0.40567000000000003;0.015050000000000001
0.41;52.12;0.41652999999999996;0.01533
0.42;53.46;0.42446;0.01589
0.43;54.34;0.42882;0.01626
0.44;55.96;0.45509;0.01701
0.45;56.79;0.4795;0.01766
0.46;56.36;0.5182;0.01812
0.47;55.19;0.52216;0.01849
0.48;54.62;0.52386;0.01859
0.49;53.97;0.5195599999999999;0.01896
0.5;53.47;0.5174;0.01914
0.51;52.2;0.52759;0.01933
0.52;51.79;0.53695;0.01989
0.53;50.87;0.57468;0.02044
0.54;50.79;0.6049800000000001;0.02063
0.55;52.12;0.6062799999999999;0.02175
0.56;53.58;0.64338;0.023420000000000003
0.57;54.62;0.6583600000000001;0.02453
0.58;41.27;0.63349;0.023510000000000003
0.59;45.32;0.65896;0.02518
0.6;45.27;0.65463;0.02546
0.61;43.94;0.62893;0.025
0.62;40.91;0.6112799999999999;0.02518
0.63;40.59;0.59985;0.02546
0.64;40.74;0.54038;0.02621
0.65;40.36;0.5355800000000001;0.02639
0.66;40.67;0.52832;0.026949999999999998
0.67;40.97;0.50917;0.02732
0.68;40.11;0.4858;0.02741
0.69;39.15;0.47626999999999997;0.02732
0.7;37.4;0.46564999999999995;0.027039999999999998
0.71;35.83;0.47454;0.026670000000000003
0.72;34.89;0.48673;0.02648
0.73;33.83;0.47328;0.0263
0.74;33.14;0.45856;0.02639
0.75;32.71;0.44606999999999997;0.02648
0.76;31.88;0.36511;0.02686
0.77;27.07;0.35058999999999996;0.026670000000000003
0.78;27.07;0.35058999999999996;0.026670000000000003
0.79;27.07;0.35058999999999996;0.026670000000000003
0.8;27.07;0.35058999999999996;0.026670000000000003
0.81;17.87;0.2748;0.02565
0.82;17.87;0.2748;0.02565
0.83;17.87;0.2748;0.02565
0.84;17.87;0.2748;0.02565
