Company information:;Unnamed: 1;C2;C3
Name:;Capital Survey;;convert_cs_to_csv
Address:;Mussafah 39;;
Zip code:;28318;;
City:;Mussafah City, Abu Dhabi, U.A.E.;;
E-Mail:;jobi@capital-surveys.com;;
Phone number:;+971255162255;;
Name:;PRE-HUD-I17B;;
Date:;6/24/2022 4:20:00 PM;;
Location:;PRE-HUD-I17B;;
Pre-Drill:;0;;
Assumed GWL:;0;;
groundlvl;2.01;;
Northing;2702241.418;;
Easting;234716.574;;
Probe code:;Mks904;;
Factors:;181240;;
Zeros:;4012;;
aratio;0.58;;
;;;
;;;
;;;
;;;
Depth (m);qc (MPa);fs (MPa);u (MPa)
0.01;0.22;0.0;8.999999999999999e-05
0.02;0.21;0.0;8.999999999999999e-05
0.03;0.22;0.0;8.999999999999999e-05
0.04;0.22;0.0;8.999999999999999e-05
0.05;0.22;0.0;8.999999999999999e-05
0.06;0.22;0.0;8.999999999999999e-05
0.07;0.22;0.0;0.00019
0.08;0.22;0.0;0.00019
0.09;0.22;0.0;8.999999999999999e-05
0.1;0.33;0.0;0.00019
0.11;0.58;2.9999999999999997e-05;0.00046
0.12;1.48;2.9999999999999997e-05;0.0013
0.13;3.57;0.0001;0.0028799999999999997
0.14;5.91;0.00017;0.004
0.15;7.93;0.00017;0.0046500000000000005
0.16;8.39;0.00017;0.00474
0.17;8.46;0.00013000000000000002;0.00483
0.18;10.03;0.00017;0.0052
0.19;12.47;0.0002;0.0057599999999999995
0.2;14.48;0.00023;0.00613
0.21;15.18;0.00023;0.00623
0.22;15.71;0.00023;0.00632
0.23;17.13;0.00027;0.006690000000000001
0.24;17.99;0.00216;0.00688
0.25;18.81;0.01149;0.00697
0.26;20.61;0.01715;0.00743
0.27;22.82;0.033030000000000004;0.00799
0.28;26.65;0.04562;0.00883
0.29;28.19;0.05378;0.00911
0.3;32.28;0.06953;0.010039999999999999
0.31;33.63;0.06384000000000001;0.01022
0.32;34.7;0.07539;0.0105
0.33;36.27;0.09747;0.01097
0.34;37.56;0.12032;0.01134
0.35;38.6;0.13937;0.011619999999999998
0.36;39.33;0.14712;0.011890000000000001
0.37;40.97;0.14646;0.01227
0.38;43.58;0.15412;0.01292
0.39;45.92;0.1757;0.01357
0.4;42.33;0.21012999999999998;0.0132
0.41;40.86;0.23051;0.01533
0.42;45.37;0.25575;0.01487
0.43;46.62;0.28373000000000004;0.01589
0.44;44.89;0.29252;0.01756
0.45;49.97;0.28399;0.01775
0.46;45.71;0.28708999999999996;0.01924
0.47;45.74;0.29581;0.019510000000000003
0.48;48.7;0.29785;0.01933
0.49;48.73;0.29698;0.02035
0.5;40.29;0.28939;0.02147
0.51;49.09;0.30384;0.02435
0.52;49.87;0.29248;0.026760000000000003
0.53;48.73;0.31559;0.028059999999999998
0.54;44.62;0.31516000000000005;0.02844
0.55;47.69;0.2429;0.026949999999999998
0.56;47.38;0.25529;0.0289
0.57;47.44;0.26577999999999996;0.02927
0.58;49.08;0.28512;0.02946
0.59;46.87;0.27876;0.030199999999999998
0.6;49.74;0.28576;0.030670000000000003
0.61;49.85;0.29508;0.02955
0.62;49.8;0.29208;0.030199999999999998
0.63;40.78;0.21822;0.03039
0.64;49.17;0.22758;0.030109999999999998
0.65;42;0.25415;0.02537
0.66;42.45;0.26774000000000003;0.02546
0.67;47.66;0.28336;0.02286
0.68;40.38;0.29012;0.02119
0.69;47.99;0.28522000000000003;0.02044
0.7;46.11;0.29185;0.02007
0.71;45.71;0.29791;0.02184
0.72;44.26;0.35;0.02175
0.73;44.82;0.35922000000000004;0.021
0.74;48.93;0.35379;0.02147
0.75;44.49;0.31803;0.01979
0.76;40.29;0.3148;0.021
0.77;43.63;0.35725;0.02082
0.78;48.73;0.35479;0.02119
0.79;47.91;0.38103;0.02119
0.8;47.14;0.35805000000000003;0.02109
0.81;46.72;0.33448;0.02109
0.82;45.85;0.32708;0.021
0.83;45.3;0.31543;0.021
0.84;44.34;0.3147;0.02082
0.85;44.23;0.31406;0.0197
0.86;44.6;0.30889999999999995;0.01775
0.87;44.66;0.30134;0.01728
