Company information:;Unnamed: 1;C2;C3
Name:;Capital Survey;;convert_cs_to_csv
Address:;Mussafah 39;;
Zip code:;28318;;
City:;Mussafah City, Abu Dhabi, U.A.E.;;
E-Mail:;jobi@capital-surveys.com;;
Phone number:;+971255162255;;
Name:;PRE-HUD-I18A;;
Date:;6/24/2022 9:07:00 AM;;
Name:;PRE-HUD-I18A;;
Location:;PRE-HUD-I18A;;
Date:;6/24/2022 9:07:00 AM;;
Pre-Drill:;0;;
Assumed GWL:;0;;
groundlvl;3.35;;
Northing;2702223.458;;
Easting;234763.237;;
Probe code:;Mks904;;
Factors:;181240;;
Zeros:;4064;;
aratio;0.58;;
;;;
;;;
Depth (m);qc (MPa);fs (MPa);u (MPa)
0.01;-0.1;0.0;-8.999999999999999e-05
0.02;-0.09;0.0;0.0
0.03;0.28;0.0;0.00046
0.04;0.22;0.0;0.00046
0.05;0.23;0.0;0.00046
0.06;0.25;0.0;0.00046
0.07;0.3;0.0;0.0005600000000000001
0.08;0.31;0.0;0.0005600000000000001
0.09;0.31;2.9999999999999997e-05;0.0005600000000000001
0.1;0.3;0.0;0.0005600000000000001
0.11;0.3;0.0;0.0005600000000000001
0.12;0.34;0.0;0.0005600000000000001
0.13;0.35;0.0;0.0005600000000000001
0.14;0.34;0.0;0.0005600000000000001
0.15;0.31;0.0;0.00046
0.16;0.35;0.0;0.00046
0.17;0.34;0.0;0.00046
0.18;0.34;0.0;0.0005600000000000001
0.19;0.27;0.00226;0.0005600000000000001
0.2;0.35;0.0005;0.00046
0.21;0.38;-2.9999999999999997e-05;0.00037
0.22;0.74;0.0;0.00177
0.23;0.53;0.0;0.00065
0.24;0.38;0.0033599999999999997;0.0005600000000000001
0.25;0.17;0.00793;0.00037
0.26;0.16;0.00942;0.00046
0.27;0.22;0.00763;0.00046
0.28;0.15;0.00843;0.00046
0.29;0.22;0.00663;0.00046
0.3;0.34;0.00423;0.0005600000000000001
0.31;0.4;0.0024300000000000003;0.00046
0.32;0.52;0.00067;0.0005600000000000001
0.33;0.67;0.0;0.0008399999999999999
0.34;0.78;0.0;0.00139
0.35;0.66;2.9999999999999997e-05;0.0008399999999999999
0.36;0.63;-2.9999999999999997e-05;0.0008399999999999999
0.37;0.89;0.0;0.0013
0.38;2.06;7.000000000000001e-05;0.00316
0.39;5.53;0.00037;0.00511
0.4;9.11;0.00982;0.00595
0.41;16.06;0.02138;0.007809999999999999
0.42;24.11;0.0655;0.00929
0.43;27.25;0.06783;0.00957
0.44;31.69;0.05371;0.00808
0.45;37.98;0.05515;0.00901
0.46;32.73;0.06354;0.0341
0.47;37.75;0.0721;0.03057
0.48;36.21;0.08558;0.021929999999999998
0.49;35.78;0.09944;0.019420000000000003
0.5;36.1;0.09627;0.01905
0.51;36.49;0.10703;0.01924
0.52;35.44;0.10367;0.01896
0.53;33.62;0.13647;0.01654
0.54;33.66;0.16097999999999998;0.01357
0.55;33.94;0.17573;0.013380000000000001
0.56;34.34;0.19078;0.011619999999999998
0.57;33.89;0.19025;0.01143
0.58;33.72;0.19381;0.011619999999999998
0.59;32.64;0.21775999999999998;0.01143
0.6;32.49;0.23777;0.011519999999999999
0.61;32.15;0.25772;0.011619999999999998
0.62;30.24;0.23977;0.011800000000000001
0.63;30.05;0.22815000000000002;0.01199
0.64;30.37;0.19821;0.01236
0.65;29.87;0.19744;0.01255
0.66;29.37;0.18189;0.01273
0.67;28.81;0.1736;0.013009999999999999
0.68;28.87;0.16134;0.0132
0.69;27.8;0.15405000000000002;0.0132
0.7;26.88;0.15162;0.013470000000000001
0.71;26.16;0.15358000000000002;0.01366
0.72;25.85;0.15169;0.01394
0.73;25.3;0.15325;0.01422
0.74;25.16;0.16817;0.01468
0.75;24.95;0.16894;0.015519999999999999
0.76;24.58;0.14489;0.015519999999999999
0.77;24.25;0.11972;0.015519999999999999
0.78;22.1;0.09573999999999999;0.015609999999999999
0.79;21.51;0.09031;0.01589
0.8;21.87;0.07939;0.01626
0.81;22.41;0.08062000000000001;0.01654
0.82;23.65;0.08012000000000001;0.01719
0.83;23.66;0.08052;0.01756
