Company information:;Unnamed: 1;C2;C3
Name:;Capital Survey;;convert_cs_to_csv
Address:;Mussafah 39;;
Zip code:;28318;;
City:;Mussafah City, Abu Dhabi, U.A.E.;;
E-Mail:;jobi@capital-surveys.com;;
Phone number:;+971255162255;;
Name:;PRE-CPT-J19A;;
Date:;6/24/2022 12:09:23 AM;;
Name:;PRE-CPT-J19A;;
Location:;PRE-CPT-J19A;;
Date:;6/24/2022 12:09:23 AM;;
Pre-Drill:;0;;
Assumed GWL:;0;;
groundlvl;2.16;;
Northing;2702094.213;;
Easting;234820.645;;
Probe code:;Mks904;;
Factors:;181240;;
Zeros:;4013;;
aratio;0.58;;
;;;
;;;
Depth (m);qc (MPa);fs (MPa);u (MPa)
0.01;0.44;0.0;0.00028000000000000003
0.02;0.92;2.9999999999999997e-05;0.00093
0.03;1.41;2.9999999999999997e-05;0.00149
0.04;2.1;0.0001;0.00204
0.05;3.32;0.0001;0.00372
0.06;3.92;0.00013000000000000002;0.0042699999999999995
0.07;6.87;0.00023;0.00688
0.08;13.39;0.00037;0.00957
0.09;15.9;0.0012;0.00948
0.1;21.89;0.0016;0.011710000000000002
0.11;27.42;0.013789999999999998;0.01282
0.12;28.71;0.01322;0.01329
0.13;30.25;0.01795;0.01357
0.14;33.22;0.026269999999999998;0.01422
0.15;33.18;0.04352;0.01459
0.16;30.24;0.06627;0.014960000000000001
0.17;30.69;0.08692;0.01413
0.18;33.49;0.09694;0.0158
0.19;36.34;0.10856;0.01617
0.2;37.65;0.11719;0.01663
0.21;38.91;0.12448000000000001;0.0171
0.22;39.62;0.13166999999999998;0.01738
0.23;39.66;0.14659;0.01756
0.24;39;0.17869;0.01803
0.25;38.96;0.18156;0.01812
0.26;39.38;0.20364;0.01849
0.27;39.28;0.22908;0.01886
0.28;38.92;0.26244999999999996;0.01914
0.29;38.75;0.29448;0.019510000000000003
0.3;39.09;0.30021;0.01989
0.31;40.06;0.31363;0.02063
0.32;40.21;0.3464;0.02128
0.33;40.43;0.38703;0.0224
0.34;39.69;0.40526999999999996;0.022949999999999998
0.35;38.49;0.40428;0.023510000000000003
0.36;35.9;0.38956;0.023420000000000003
0.37;35.69;0.40151;0.02379
0.38;35.57;0.35995;0.02398
0.39;34.51;0.35366000000000003;0.02425
0.4;34.35;0.35126;0.02444
0.41;32.86;0.36152;0.02472
0.42;32.53;0.37133999999999995;0.02537
0.43;32.62;0.37587;0.025929999999999998
0.44;32.7;0.36248;0.026109999999999998
0.45;32.97;0.34652999999999995;0.02686
0.46;33.28;0.3451;0.027510000000000003
0.47;33.23;0.3054;0.02788
0.48;33.11;0.29252;0.02844
0.49;33.85;0.27713;0.02927
0.5;33.77;0.25755;0.02927
0.51;33.59;0.25768;0.029920000000000002
0.52;33.55;0.25312;0.030109999999999998
0.53;33.75;0.24799000000000002;0.030760000000000003
0.54;30.79;0.23231;0.03039
0.55;29.76;0.22851;0.03048
0.56;27.71;0.23034000000000002;0.030670000000000003
0.57;26.91;0.23211;0.031129999999999998
0.58;25.66;0.23437;0.031129999999999998
0.59;25.25;0.25019;0.03132
0.6;24.58;0.24287;0.0316
0.61;24.14;0.24583000000000002;0.03178
0.62;23.81;0.25775;0.03225
0.63;23.08;0.25116;0.03225
0.64;21.9;0.24825999999999998;0.03243
0.65;21.42;0.24027;0.0329
0.66;21.4;0.23607;0.03318
0.67;21.6;0.21731999999999999;0.033729999999999996
0.68;22.1;0.206;0.03438
0.69;22.42;0.19175;0.03503
0.7;22.76;0.18356;0.0355
0.71;23.17;0.16734000000000002;0.03615
0.72;23.46;0.16571;0.036520000000000004
0.73;23.46;0.14446;0.03689
0.74;23.33;0.14599;0.03726
0.75;23.33;0.13544;0.03782
0.76;23.91;0.14363;0.038380000000000004
0.77;23.52;0.13104;0.03857
0.78;24.28;0.12768000000000002;0.03959
0.79;25.89;0.11692;0.04033
0.8;22.86;0.13986;0.03968
0.81;22.83;0.15031999999999998;0.03996
0.82;21.45;0.1752;0.04052
0.83;21.82;0.16977;0.04117
0.84;21.42;0.17476;0.04117
0.85;20.88;0.17786000000000002;0.041350000000000005
