Company information:;Unnamed: 1;C2;C3
Name:;Capital Survey;;convert_cs_to_csv
Address:;Mussafah 39;;
Zip code:;28318;;
City:;Mussafah City, Abu Dhabi, U.A.E.;;
E-Mail:;jobi@capital-surveys.com;;
Phone number:;+971255162255;;
Name:;PRE-CPT-I18D;;
Date:;6/24/2022 3:56:58 AM;;
Name:;PRE-CPT-I18D;;
Location:;PRE-CPT-I18D;;
Date:;6/24/2022 3:56:58 AM;;
Pre-Drill:;0;;
Assumed GWL:;0;;
groundlvl;2.16;;
Northing;2702158.836;;
Easting;234791.941;;
Probe code:;Mks904;;
Factors:;181240;;
Zeros:;4014;;
aratio;0.58;;
;;;
;;;
Depth (m);qc (MPa);fs (MPa);u (MPa)
0.01;0.46;2.9999999999999997e-05;0.00028000000000000003
0.02;0.85;2.9999999999999997e-05;0.00186
0.03;1.54;7.000000000000001e-05;0.00232
0.04;2.36;0.0001;0.00297
0.05;2.26;0.00013000000000000002;0.00437
0.06;4.49;0.00017;0.00623
0.07;6.42;0.0002;0.00725
0.08;7.48;0.0002;0.00808
0.09;8.21;0.00023;0.00864
0.1;9.09;0.004200000000000001;0.010039999999999999
0.11;14.01;0.00813;0.01097
0.12;17.64;0.01365;0.01273
0.13;19.52;0.03513;0.01292
0.14;23.92;0.03543;0.01468
0.15;22.45;0.04376;0.01543
0.16;29.84;0.05411;0.01645
0.17;28.29;0.05964;0.01691
0.18;27.61;0.0719;0.016079999999999997
0.19;34.71;0.08845;0.0184
0.2;35.46;0.10646;0.01859
0.21;35.75;0.11093;0.01877
0.22;35.91;0.12052;0.01905
0.23;33.88;0.15891;0.019510000000000003
0.24;35.7;0.1765;0.01961
0.25;35.58;0.18902000000000002;0.0197
0.26;35.22;0.22655;0.01979
0.27;34.65;0.24866;0.01979
0.28;34.17;0.2792;0.01998
0.29;32.93;0.32644999999999996;0.01989
0.3;32.05;0.35136;0.02054
0.31;30.99;0.3466;0.02054
0.32;30.89;0.34656;0.02072
0.33;30.27;0.35266000000000003;0.021
0.34;30.11;0.35895;0.02128
0.35;29.36;0.35908999999999996;0.02147
0.36;30.19;0.36561;0.02221
0.37;30.83;0.37063999999999997;0.02305
0.38;31.89;0.37301;0.02398
0.39;32.29;0.37433999999999995;0.02435
0.4;33.35;0.36963999999999997;0.02546
0.41;34.26;0.37161;0.02648
0.42;34.65;0.36998000000000003;0.026949999999999998
0.43;35.54;0.36188;0.02788
0.44;36.53;0.35662;0.02937
0.45;36.87;0.35189;0.030199999999999998
0.46;37.2;0.34902999999999995;0.030670000000000003
0.47;37.33;0.3447;0.031219999999999998
0.48;37.03;0.35686;0.03169
0.49;36.85;0.36088;0.03225
0.5;37;0.36898000000000003;0.032799999999999996
0.51;37.11;0.37207;0.03318
0.52;36.22;0.37304000000000004;0.03345
0.53;35.73;0.39088999999999996;0.03364
0.54;34.83;0.41237;0.03383
0.55;33.55;0.41929;0.03401
0.56;32.01;0.43005;0.03392
0.57;31.6;0.44114;0.034570000000000004
0.58;31.46;0.43631;0.03476
0.59;30.21;0.43868;0.03476
0.6;27.86;0.45459;0.034659999999999996
0.61;27.22;0.46435000000000004;0.03494
0.62;25.66;0.42166000000000003;0.03531
0.63;24.24;0.40135000000000004;0.03522
0.64;23.46;0.38802;0.03531
0.65;21.99;0.36068;0.03541
0.66;20.11;0.31969;0.03531
0.67;19.47;0.29651;0.03531
0.68;18.43;0.25825;0.03541
0.69;17.04;0.23011;0.03541
0.7;16.56;0.20374;0.03643
0.71;16.32;0.18452000000000002;0.03606
0.72;15.52;0.15785;0.03624
0.73;14.51;0.14443;0.03643
0.74;14.39;0.13427;0.036520000000000004
0.75;14.13;0.12225;0.03699
0.76;14.08;0.11715;0.03699
0.77;13.63;0.10893000000000001;0.03726
0.78;13.89;0.10147;0.03791
0.79;14.23;0.09218000000000001;0.038380000000000004
0.8;14.5;0.08578;0.038840000000000006
0.81;15.69;0.07593000000000001;0.039869999999999996
0.82;17.11;0.07303;0.04107
0.83;18;0.0704;0.04154
0.84;19.39;0.055850000000000004;0.04303
0.85;20.42;0.056049999999999996;0.04377
