Company information:;Unnamed: 1;C2;C3
Name:;Capital Survey;;convert_cs_to_csv
Address:;Mussafah 39;;
Zip code:;28318;;
City:;Mussafah City, Abu Dhabi, U.A.E.;;
E-Mail:;jobi@capital-surveys.com;;
Phone number:;+971255162255;;
Name:;PRE-HUD-J21A;;
Date:;6/13/2022 9:01:00 AM;;
Location:;PRE-HUD-J21A;;
Pre-Drill:;0;;
Assumed GWL:;0;;
groundlvl;2.1100000000000003;;
Northing;2702022.375;;
Easting;235007.298;;
Probe code:;Mks904;;
Factors:;181240;;
Zeros:;4011;;
aratio;0.58;;
;;;
;;;
;;;
;;;
Depth (m);qc (MPa);fs (MPa);u (MPa)
0.01;0.24;-2.9999999999999997e-05;8.999999999999999e-05
0.02;0.24;0.0;0.0
0.03;0.24;0.0;0.0
0.04;0.23;0.0;0.0
0.05;0.31;0.0;0.0011200000000000001
0.06;2.46;0.0001;0.00362
0.07;10.69;0.0003;0.0065
0.08;20.08;0.00037;0.00808
0.09;21.31;0.00033;0.00743
0.1;13.13;0.0001;0.00437
0.11;8.44;0.0;0.00316
0.12;9;0.0001;0.0035299999999999997
0.13;14.08;0.0002;0.00558
0.14;16.72;0.00027;0.00623
0.15;23.37;0.00037;0.00762
0.16;24.78;0.00037;0.007809999999999999
0.17;27.38;0.01549;0.00827
0.18;30.44;0.048490000000000005;0.00836
0.19;31.82;0.07163;0.00836
0.2;32.33;0.08369;0.00855
0.21;33.94;0.09634000000000001;0.00883
0.22;36.08;0.11045999999999999;0.00939
0.23;38.27;0.12237999999999999;0.00985
0.24;40.31;0.13666999999999999;0.01013
0.25;40.71;0.15062;0.01022
0.26;34.08;0.18812;0.00994
0.27;37.91;0.20097;0.00948
0.28;36.38;0.23997;0.00911
0.29;34.48;0.2762;0.00901
0.3;33.79;0.27993;0.00901
0.31;33.98;0.29555000000000003;0.00901
0.32;33.18;0.30487000000000003;0.00911
0.33;32.96;0.31293;0.00911
0.34;32.37;0.33035000000000003;0.01013
0.35;31.32;0.32948;0.00994
0.36;30.5;0.32718;0.00994
0.37;29.86;0.32389;0.00994
0.38;28.75;0.31410000000000005;0.00994
0.39;26.95;0.31779;0.00985
0.4;25.84;0.30297;0.00994
0.41;25.3;0.29395;0.00994
0.42;23.93;0.28179000000000004;0.01013
0.43;23.41;0.25808;0.01041
0.44;23.06;0.2419;0.01069
0.45;22.83;0.22338;0.01106
0.46;22.59;0.21972;0.01115
0.47;23.24;0.20334;0.011800000000000001
0.48;23.73;0.1756;0.01236
0.49;23.84;0.16707;0.01255
0.5;23.83;0.15281999999999998;0.01282
0.51;22.7;0.15284999999999999;0.01292
0.52;19.2;0.14846;0.013099999999999999
0.53;22.4;0.11865;0.013380000000000001
0.54;22.16;0.11572;0.01422
0.55;22.57;0.11242;0.01459
0.56;23.2;0.10779999999999999;0.01533
0.57;23.11;0.10367;0.015519999999999999
0.58;23.92;0.10786;0.01626
0.59;24.67;0.106;0.01654
0.6;25.66;0.10673;0.0171
0.61;23.47;0.13061;0.01691
0.62;22.9;0.12947;0.01691
0.63;21.41;0.14789;0.01701
0.64;20.58;0.16944;0.0171
0.65;20.67;0.17147;0.01747
0.66;21.83;0.16727;0.01812
0.67;22.46;0.16513999999999998;0.0184
0.68;25.2;0.14649;0.019510000000000003
0.69;24.46;0.15019;0.019420000000000003
0.7;23.26;0.15647999999999998;0.01896
0.71;20.73;0.1741;0.01859
0.72;18.17;0.21775999999999998;0.01821
0.73;16.33;0.22019;0.01719
0.74;16.16;0.20573;0.01701
0.75;16.09;0.20334;0.01728
0.76;15.81;0.16178;0.01775
0.77;17.37;0.14609;0.019510000000000003
0.78;18.04;0.13863;0.01961
0.79;17.05;0.15675;0.02007
0.8;16.63;0.15115;0.02007
0.81;15.63;0.15462;0.0197
0.82;15.27;0.15249000000000001;0.019510000000000003
0.83;15.96;0.14056;0.02035
0.84;16.89;0.11769;0.02091
0.85;17.45;0.09694;0.02119
0.86;18.6;0.07979;0.02165
0.87;19.64;0.0715;0.021929999999999998
0.88;19.98;0.07683;0.022019999999999998
0.89;20.09;0.11389;0.02212
